latitude,longitude,name,Temperature,Vegetation encroachment,Land Subsidence,Potential Fouling,Corrosion
17.34224689,76.29303334,Loc-437,,,1.0,,1.0
17.34526325,76.2913069,Loc-438,,,1.0,,1.0
17.34832973,76.2895599,Loc-439,,,1.0,,1.0
17.35136185,76.2877724,Loc-440,1.0,,1.0,,1.0
17.35452789,76.28595787,Loc-441,1.0,,1.0,,1.0
17.35759778,76.28418054,Loc-442,1.0,,1.0,,1.0
17.36021396,76.28193189,Loc-443,1.0,,1.0,,1.0
17.36296796,76.27960787,Loc-444,,,1.0,,1.0
17.3654679,76.27747915,Loc-445,,,1.0,,1.0
17.36815626,76.27517839,Loc-446,,,1.0,,1.0
17.37080643,76.27291699,Loc-447,,,1.0,,
17.37373909,76.27045756,Loc-448,,,1.0,1.0,
17.37637241,76.26819552,Loc-449,,,1.0,1.0,
17.37921275,76.26577307,Loc-450,1.0,,1.0,1.0,
17.38149784,76.26306777,Loc-451,1.0,,1.0,1.0,
17.38378565,76.2603018,Loc-452,,,1.0,1.0,
17.38628301,76.25732691,Loc-453,,,1.0,1.0,
17.38859479,76.2545783,Loc-454,,,1.0,1.0,
17.39088436,76.25182109,Loc-455,,,1.0,1.0,
17.39324457,76.24901204,Loc-456,,,1.0,1.0,
17.39572054,76.24610849,Loc-457,,,1.0,1.0,
17.39778369,76.24640618,Loc-458,,,1.0,1.0,
17.40017085,76.24427594,Loc-459,,,1.0,1.0,
17.40299995,76.2416731,Loc-460,,,1.0,,
17.4055443,76.2392961,Loc-461,,,1.0,,
17.40801634,76.23700677,Loc-462,,,1.0,,
17.41070507,76.23448411,Loc-463,,,1.0,,
17.41338539,76.23204745,Loc-464,,,1.0,,
17.41598207,76.22968053,Loc-465,1.0,,1.0,,
17.41872687,76.2271325,Loc-466,1.0,,1.0,,
17.42152925,76.22455169,Loc-467,,,1.0,,
17.42425498,76.22201778,Loc-468,,,1.0,,
17.42601782,76.22040221,Loc-469,,,1.0,,
17.4290109,76.21765505,Loc-470,,,1.0,,
17.43178364,76.21505386,Loc-471,,,1.0,,
17.43453843,76.21256339,Loc-472,,,1.0,,
17.43717013,76.21014515,Loc-473,,,1.0,,
17.43989122,76.20763268,Loc-474,,,1.0,,
17.44248928,76.20521202,Loc-475,,,1.0,,
17.44483307,76.20307805,Loc-476,,,1.0,,
17.44752627,76.20059678,Loc-477,,,1.0,,
17.45024446,76.19809588,Loc-478,,,1.0,,
17.45290282,76.1956366,Loc-479,,,1.0,,
17.45555195,76.19322836,Loc-480,,,1.0,,
17.45828532,76.19068438,Loc-481,1.0,,1.0,,
17.46084738,76.18829334,Loc-482,,,1.0,,
17.4634807,76.18586408,Loc-483,1.0,,1.0,,
17.46610048,76.18344958,Loc-484,,,1.0,,
17.46888625,76.18085342,Loc-485,,,1.0,,
17.47157607,76.17834835,Loc-486,1.0,,1.0,,
17.47426646,76.17588973,Loc-487,,,1.0,,
17.47658647,76.17312691,Loc-488,,,1.0,,
17.47885585,76.17034722,Loc-489,,,1.0,,
17.48066591,76.16799466,Loc-490,,,1.0,,
17.48224959,76.16589746,Loc-491,,,1.0,,
17.48445435,76.16304733,Loc-492,1.0,,1.0,,
17.48675265,76.1600425,Loc-493,,,1.0,,
17.48895588,76.15714139,Loc-494,1.0,,1.0,,
17.49120874,76.15420682,Loc-495,,,1.0,,
17.49384865,76.15249449,Loc-496,,,1.0,,
17.49667674,76.1506469,Loc-497,,,1.0,,
17.49967659,76.14869263,Loc-498,,,1.0,,
17.50253887,76.14682506,Loc-499,,,1.0,,
17.50518835,76.14510175,Loc-500,,,1.0,,
17.50802829,76.14324326,Loc-501,,,1.0,,1.0
17.5109241,76.1413496,Loc-502,,,1.0,,1.0
17.51374956,76.13950882,Loc-503,,,1.0,,1.0
17.51656078,76.13768009,Loc-504,,,1.0,,1.0
17.51940179,76.13583867,Loc-505,,,,,1.0
17.52252172,76.13380633,Loc-506,,,,,1.0
17.52547354,76.13186821,Loc-507,,,,,1.0
17.52856787,76.13010545,Loc-508,,,,,1.0
17.5315732,76.12845233,Loc-509,,,,1.0,1.0
17.53474206,76.12667549,Loc-510,,,,1.0,
17.53778264,76.12498434,Loc-511,,,,1.0,
17.54086603,76.12325214,Loc-512,,,,1.0,
17.54422525,76.12136432,Loc-513,,,,1.0,
17.54719018,76.11971293,Loc-514,,,,1.0,
17.55025033,76.1180066,Loc-515,,,,1.0,1.0
17.55351985,76.11617763,Loc-516,,,,1.0,
17.55658332,76.11447626,Loc-517,,,,1.0,
17.55956238,76.11275178,Loc-518,,,,1.0,
17.56265619,76.11101915,Loc-519,,,,1.0,
17.58088219,76.10074413,Loc-525,1.0,,,,
17.58345455,76.09929779,Loc-526,1.0,,,,
17.58668402,76.0974955,Loc-527,1.0,,,,
